code,name,theme,g1,g2,per,pbr,peg,div,trend,mrank
322000,현대에너지솔루션,,371.1,,37.33,3.72,0.0010059283212072217,0.0,False,264
039200,오스코텍,,58.47826086956522,,26.5,7.65,0.004531598513011152,0.0,False,292
007070,GS리테일,,19.8,0.7337186469611525,45.19,0.6,0.02282323232323232,2.55,True,203
041510,에스엠,엔터,18.07672955974843,1.0194003939442307,4.67,1.62,0.002583431911488414,2.29,False,233
043260,성호전자,,8.136054421768707,0.9208228548100004,22.08,8.39,0.02713846153846154,0.0,False,263
097230,HJ중공업,,7.90625,,35.35,2.72,0.04471146245059289,0.0,False,255
035720,카카오,인터넷,7.8730158730158735,,30.9,1.35,0.039247983870967736,0.22,False,51
251270,넷마블,게임,7.773162939297125,,13.6,0.56,0.017496095355528152,2.35,False,149
003380,하림지주,,7.708487084870848,1.4790791301072526,4.12,0.3,0.005344758257539494,1.23,False,291
010140,삼성중공업,,7.52,,36.46,4.8,0.04848404255319149,0.0,False,38
036830,036830,,7.481026001405482,1.340557952654064,1.59,0.44,0.002125376919825278,1.3,False,382
069620,대웅제약,,6.917209302325581,0.2638868263851435,6.62,1.29,0.009570333512641206,0.53,False,249
005690,005690,,5.330188679245283,2.344149119482164,19.31,6.28,0.036227610619469025,0.39,False,378
285130,285130,,5.132978723404255,0.05495704317017713,17.11,0.34,0.033333471502590674,2.92,False,376
006120,006120,,4.434035909445745,-0.15282654906770576,7.31,0.32,0.01648610915492958,3.93,True,332
356860,356860,,4.005390835579515,1.688062672976979,44.32,6.69,0.11065087483176311,0.55,False,361
002380,KCC,,3.953847975372957,1.6897087796824102,2.33,0.46,0.005892993394062443,3.08,False,132
017960,한국카본,,3.946731234866828,,13.07,2.32,0.03311601226993865,1.2,False,273
006040,동원산업,,3.627894736842105,0.18735521635793972,3.66,0.4,0.01008849557522124,3.58,False,251
483650,달바글로벌,,3.5633217993079587,,35.11,14.45,0.09853165663235579,1.14,True,186
420770,기가비스,,3.5315985130111525,-0.33445467367327353,157.67,11.55,0.4464550526315789,0.42,True,213
010130,고려아연,,3.4862984822934235,0.27610654456439176,25.37,2.01,0.07277059072495314,1.85,False,34
075580,075580,,3.455,0.6899021364473241,14.83,3.29,0.0429232995658466,1.7,False,394
252990,252990,,3.4000000000000004,,50.08,4.62,0.1472941176470588,0.0,True,356
489790,한화비전,,3.295238095238095,,60.09,3.15,0.18235404624277457,0.0,False,207
240810,원익IPS,반도체장비,3.053990610328638,,97.34,8.43,0.31873051498847044,0.12,True,94
036570,엔씨소프트,게임,2.78087986463621,0.3081578818493331,14.4,1.48,0.051782172193489504,0.45,False,110
030200,KT,,2.723326359832636,0.3269593710422092,7.43,0.72,0.027282811599769544,4.54,False,58
100790,100790,,2.6149068322981366,0.11635687692580143,33.35,2.73,0.12753800475059382,0.0,False,340
083650,비에이치아이,,2.3285939968404423,1.8091610434060668,25.91,9.51,0.11126886024423338,0.0,False,257
003090,003090,,2.022598870056497,0.07669088968901772,3.95,0.6,0.01952932960893855,1.18,False,304
004000,롯데정밀화학,,1.9166666666666665,-0.23661150254858032,10.58,0.46,0.055200000000000006,3.41,False,284
077970,077970,,1.882636655948553,2.27666399652265,16.34,3.43,0.0867931682322801,0.0,False,303
081660,휠라홀딩스,,1.8659139026111502,1.3932792594137853,10.21,1.14,0.054718494704992446,4.78,True,191
001430,세아베스틸지주,,1.7783687943262412,-0.33803390936890587,22.21,0.64,0.12488973080757726,3.45,False,295
000100,유한양행,,1.7560975609756095,0.1966436072887423,27.01,2.28,0.15380694444444445,0.85,False,104
278470,에이피알,뷰티,1.7008695652173915,-0.16901917949020284,49.65,32.37,0.29190950920245395,1.32,True,54
003530,003530,,1.638418079096045,2.3345235970146647,10.44,0.51,0.06372000000000001,0.0,False,313
066570,LG전자,,1.617878192534381,0.16103489321707176,38.09,1.53,0.23543181542197938,0.67,True,22
015760,한국전력,,1.4473248758963044,,2.78,0.49,0.0192078506097561,4.17,False,33
042660,한화오션,조선,1.4314320388349513,1.3333009832125966,25.03,4.98,0.17485985587113187,0.0,False,30
402340,SK스퀘어,반도체지주,1.4021676508713812,,25.44,8.1,0.18143336842916208,0.0,True,3
068270,셀트리온,,1.361464968152866,0.08791518846942936,38.95,2.31,0.28608888888888895,0.43,False,19
298040,효성중공업,전력기기·중공업,1.3351875862645866,1.1172382274468653,61.58,13.61,0.4612086019484384,0.22,False,27
006730,006730,,1.328330206378987,-0.2374142542104858,7.78,0.58,0.05856977401129943,1.04,False,370
000400,000400,,1.323529411764706,-0.5955731504900362,13.96,1.11,0.10547555555555554,0.0,True,366
196170,알테오젠,바이오,1.263651877133106,,136.07,43.72,1.0767997299122212,0.1,False,45
100090,100090,,1.256317689530686,-0.2251553407828204,24.21,1.16,0.1927060344827586,0.0,False,336
329180,HD현대중공업,조선,1.242822453935152,6.515451708878796,37.7,6.65,0.3033417997931273,0.96,False,14
139130,DGB금융지주,,1.239964317573595,0.07323569749860681,6.69,0.43,0.0539531654676259,4.16,True,159
103590,일진전기,,1.2166836215666326,0.5726810757985235,35.02,6.18,0.28783160535117064,0.66,False,160
000660,SK하이닉스,반도체,1.1594041486843936,,42.71,15.43,0.36837887848222867,0.11,True,2
082740,한화엔진,,1.1394628099173554,,24.63,7.65,0.21615448776065277,0.0,False,127
012630,HDC,,1.0864622803995867,0.6796266801929596,3.43,0.35,0.03157035510462904,2.16,False,282
080220,제주반도체,,1.0189328743545611,0.555170955564348,88.58,15.41,0.8693408783783783,0.0,True,172
353200,대덕전자,기판·AI,1.0043383947939262,0.3704191988175751,166.23,8.82,1.6551194384449244,0.33,True,98
007660,이수페타시스,기판·AI,1.0,0.7370142610371275,50.66,11.21,0.5065999999999999,0.2,False,84
122870,122870,,0.991991991991992,-0.22462366607272477,20.93,1.5,0.2109896064581231,0.72,False,351
008930,한미사이언스,,0.9908883826879271,0.015813572313047697,17.25,2.12,0.17408620689655172,1.0,False,200
071970,HD현대마린엔진,,0.9792598617324115,1.0958528760336064,12.04,4.07,0.12294999999999999,0.0,False,215
071050,한국금융지주,,0.9434799707848756,0.6908113363727519,6.39,1.07,0.06772798785208123,3.93,False,59
099320,099320,,0.9335180055401662,-0.459809274360537,64.61,3.97,0.6921130563798219,0.11,False,327
101490,101490,,0.9263085399449036,0.50552736335652,19.88,3.82,0.2146153159851301,0.36,False,307
064350,현대로템,방산,0.8924356223175967,1.1870187121873528,24.52,6.13,0.27475371205290045,0.35,False,40
267250,HD현대,,0.8912952936276552,0.9077719750089217,14.64,1.39,0.16425532710280372,2.01,False,50
009540,HD한국조선해양,조선,0.8496802991916999,2.1274878454257,11.41,1.86,0.13428580150504046,3.51,False,29
214450,파마리서치,,0.777541662006487,0.4488596529742426,22.84,6.09,0.2937463176064442,1.02,True,142
207940,삼성바이오로직스,,0.7494251363248143,0.4864754155604025,52.24,8.63,0.6970676251424565,0.0,False,10
232140,232140,,0.7445255474452555,0.18920191028771582,55.02,2.93,0.7389941176470589,0.0,False,337
068760,셀트리온제약,,0.7292490118577075,0.3047354637435875,46.74,4.15,0.6409333333333334,0.49,False,224
006800,미래에셋증권,,0.7268608414239481,1.2415356587009434,16.02,1.88,0.22039982190560997,0.7,False,32
071320,071320,,0.6677744807121662,0.3047322119498095,2.3,0.33,0.03444276573053679,9.53,False,352
035900,JYP,엔터,0.6421552016265673,0.23330024895819745,10.61,2.74,0.16522485488126648,1.71,False,229
375500,DL이앤씨,,0.6157398854609275,0.3671879245793619,7.33,0.51,0.11904377437743772,1.39,False,195
086280,현대글로비스,,0.5849845731916352,-0.09615171335492911,7.92,1.33,0.13538818565400845,3.17,False,55
019210,019210,,0.5659574468085107,0.0034141444490594086,29.62,1.9,0.523360902255639,0.87,True,350
062040,산일전기,,0.5628188775510203,,48.66,12.38,0.8645765439093485,0.52,False,109
237690,에스티팜,,0.5202247191011236,0.6122728153522652,48.85,4.61,0.9390172786177107,0.38,False,174
005940,NH투자증권,,0.4659206510681586,0.34716794088828395,10.2,1.17,0.2189213973799127,4.42,False,66
267260,HD현대일렉트릭,전력기기,0.4606386795837818,0.6813519692332253,47.75,17.24,1.0366042218414084,0.73,False,25
052690,한전기술,,0.4590377113133941,0.6172150801252798,48.08,6.57,1.0474084985835692,1.25,False,131
192820,코스맥스,,0.43440888653795295,0.467614383194757,14.28,3.15,0.3287225570776255,2.13,False,211
017800,현대엘리베이터,,0.43042964130863215,-0.07800109196719762,9.8,1.9,0.22767948717948727,19.7,False,171
012510,더존비즈온,,0.43041474654377887,0.6937418790005228,38.66,5.68,0.8982034261241968,0.53,True,140
003230,삼양식품,K푸드,0.43018536799385765,0.7552399126736464,21.45,6.71,0.4986222590515043,0.43,False,80
001040,CJ,,0.42699632475776816,-0.1423180508662958,36.22,1.0,0.8482508607198747,2.13,False,123
114090,114090,,0.42509363295880154,0.03602255585881764,13.56,1.45,0.31898854625550654,4.01,False,397
042700,한미반도체,반도체·HBM장비,0.41976085588420387,-0.09475435960646161,113.7,35.24,2.7086851574212893,0.31,False,36
023590,다우기술,,0.4197186514673781,0.49513883552106686,3.04,0.45,0.07242947125108351,5.06,False,248
039490,키움증권,,0.419265086827209,0.6886595375807303,7.73,1.35,0.18437022883295198,3.35,False,78
078930,GS,,0.4086506346025385,-0.2163960900306212,7.86,0.43,0.1923403351042092,4.52,True,83
032640,LG유플러스,,0.40183696900114807,-0.08204024950999689,11.47,0.67,0.2854391428571429,4.71,False,93
128940,한미약품,,0.39772133375143714,0.0772940185300861,29.73,4.03,0.7475083048620238,0.5,False,112
031330,에스에이엠티,,0.3974820143884892,0.5206906325745548,15.89,2.48,0.39976651583710415,1.86,True,300
257720,실리콘투,뷰티유통,0.38492462311557785,1.0898972138602399,11.48,4.54,0.29824020887728464,0.97,False,183
161890,한국콜마,화장품,0.3835509138381201,3.8315227759787867,18.78,2.58,0.48963512593601094,0.87,True,169
093050,093050,,0.35337787676317745,0.12146112744296378,6.09,0.36,0.17233676470588233,3.15,False,395
229640,LS에코에너지,,0.34660194174757275,2.1935136467165295,37.85,7.61,1.0920308123249303,0.48,False,267
475150,SK이터닉스,,0.345642540620384,,56.75,6.39,1.6418696581196583,0.0,True,241
058470,리노공업,반도체장비,0.34002677376171353,-0.47660114620563343,41.96,8.72,1.2340204724409447,0.95,False,102
005930,삼성전자,반도체,0.3343434343434344,0.7605350920721927,50.57,5.22,1.5125166163141992,0.5,True,1
095610,테스,,0.33388157894736836,5.037337012478862,64.12,9.42,1.9204413793103454,0.41,True,134
032190,032190,,0.3317016317016317,0.8551458878105087,3.16,0.43,0.09526633872101195,3.05,False,374
214150,클래시스,,0.3295978905735004,0.32148414531554126,23.1,5.49,0.7008539999999999,2.15,False,150
039030,이오테크닉스,반도체장비,0.3245762711864406,0.24481741229536724,101.51,8.52,3.1274621409921677,0.25,False,117
002960,002960,,0.31571854163711155,0.1358831738496027,12.72,4.37,0.40289049651763664,7.63,True,392
018670,SK가스,,0.3136605440128475,-0.13815824886737682,7.98,0.64,0.254415168,4.31,False,214
003470,003470,,0.30294117647058827,0.21721212250394895,10.08,0.48,0.33273786407766986,4.93,False,328
003550,LG,,0.2877155172413792,-0.22856009831461876,20.36,0.52,0.7076434456928841,3.19,False,52
006340,006340,,0.2696629213483146,-0.06406784848042435,91.24,6.75,3.3834833333333334,0.0,True,329
031210,서울보증보험,,0.25950196592398433,,10.8,0.56,0.4161818181818181,6.9,False,157
034230,파라다이스,,0.24228571428571422,0.22446328847686825,12.7,0.7,0.5241745283018869,1.09,False,288
003540,대신증권,,0.22986748216106023,0.08865375308501577,11.19,0.51,0.48680221729490003,4.44,False,278
195940,HK이노엔,,0.22907083716651333,0.26642865437206753,15.16,0.86,0.6618040160642571,1.01,False,293
014680,한솔케미칼,,0.22295081967213104,0.17754706928077701,21.67,2.93,0.9719632352941182,0.89,False,163
166090,하나머티리얼즈,반도체소재,0.21942224953902878,0.06415228765633008,31.85,2.63,1.4515392156862752,0.47,False,296
030610,교보증권,,0.21380632790028753,0.22547107653775544,7.72,0.52,0.3610744394618836,5.63,False,294
462870,시프트업,,0.20446232626188743,,9.99,2.07,0.4885985688729873,0.0,True,216
089860,롯데렘닉스,,0.20177838577291385,0.03584607893095826,8.0,0.65,0.3964745762711864,4.27,True,279
001450,현대해상,,0.1990412095510279,0.3073128994555152,2.68,0.53,0.13464548402037985,0.0,True,146
105560,KB금융,,0.1964285714285714,0.15357819837157272,10.32,0.97,0.5253818181818183,2.75,True,8
047050,포스코인터내셔널,,0.19344153693275912,-0.04360093986667124,13.64,1.25,0.7051226027397263,3.76,False,74
002350,002350,,0.1933387489845655,0.21141754466924723,4.62,0.34,0.23895882352941164,2.95,False,379
111770,영원무역,,0.1738777168393255,-0.008709925963896747,6.28,0.76,0.36117336448598153,2.89,True,130
055550,신한지주,,0.16242151403862093,0.10416705740393462,9.76,0.79,0.6009056163384394,2.7,True,13
213420,213420,,0.16210413311862593,0.21940581819612026,15.15,1.78,0.9345844370860925,0.0,False,364
138930,BNK금융지주,,0.1554737810487581,0.14831840993849554,6.79,0.49,0.4367295857988165,4.31,True,97
006260,LS,,0.14129307364296406,-0.21033213209402168,36.91,2.03,2.6123007340946183,0.68,False,71
079550,LIG넥스원,방산,0.14066647006782662,0.20226492781404848,61.96,10.98,4.404745492662473,0.41,True,47
000990,DB하이텍,,0.13858695652173902,0.003518884834359026,22.94,2.87,1.6552784313725504,0.56,False,114
218410,RFHIC,,0.1366834170854272,0.2982850088607234,55.88,4.72,4.088279411764704,0.63,False,277
443060,HD현대마린,,0.1336726998491704,0.2615795052503669,37.34,12.2,2.793390126939352,1.76,False,76
028670,팬오션,,0.12350597609561742,0.10970313509286544,8.4,0.44,0.6801290322580652,3.17,False,166
437730,437730,,0.12043795620437958,-0.4733823905390181,113.03,8.33,9.38491515151515,0.14,False,309
016360,삼성증권,,0.12028208184346445,0.35645397031104364,9.62,1.2,0.7997866226259288,3.69,True,69
383220,F&F,,0.11647727272727271,-0.02420720839593893,7.28,1.54,0.6250146341463416,3.5,True,151
326030,SK바이오팜,,0.10897852960312293,,25.4,8.34,2.3307343283582096,0.0,False,92
001440,대한전선,,0.10757946210268954,-0.06574501877581806,74.83,3.93,6.955788636363632,0.0,False,100
086790,하나금융지주,,0.10491725393934592,0.10733296335830911,8.21,0.7,0.7825214339622645,3.58,True,20
009970,영원무역홀딩스,,0.10101817423636938,-0.005446902304424905,5.15,0.63,0.5098092535259715,4.03,False,184
021240,코웨이,,0.10062492029077919,0.15269874455080035,10.46,1.77,1.0395039290240817,2.17,True,91
028260,삼성물산,,0.09362389023405981,0.04857671665788277,31.43,1.54,3.3570491379310314,0.6,False,11
032830,삼성생명,,0.09307875894988071,0.1023086356446592,31.27,1.15,3.359520512820511,1.32,True,9
323410,카카오뱅크,,0.09090909090909083,0.16319393663661597,20.73,1.48,2.280300000000002,2.2,False,65
064400,LG씨엔에스,,0.08827751196172251,,17.32,2.6,1.961994579945799,2.35,False,87
047810,한국항공우주,방산,0.08045325779036827,-0.0890378464191035,76.77,7.8,9.542186619718311,0.34,False,56
004370,농심,,0.07867068597897209,-0.006513408152460487,11.43,0.69,1.4528918691588792,1.79,False,208
086450,086450,,0.0759768451519538,0.1772145556235878,12.89,1.3,1.6965695238095215,1.04,False,325
001740,SK네트웍스,,0.07531380753138084,,39.11,0.96,5.192938888888883,2.49,True,243
073240,금호타이어,,0.06896551724137923,0.4839763449427781,4.04,0.69,0.5858000000000008,0.0,True,212
307950,현대오토에버,,0.06840077071290951,0.150844331418996,79.65,7.87,11.644605633802806,0.36,False,61
241710,241710,,0.061891689543299266,0.4268444790740562,16.22,2.92,2.620707258064514,0.54,True,319
