last,to50,to20,dd20,ddhi,near_low,bw_rank,volr,a200,up200,cat,sub,prep,near_high,breakout,vsurge,vstrong,flags,code,name
15930,-9.185232481244165,1.6267942583731987,-13.423913043478263,-57.11978465679677,43.384338433843396,22,0.4753447924722707,True,True,🟣 상승준비,압축,압축,False,False,False,False,,047040,대우건설
50600,-4.224712295578437,-4.936358085576065,-12.758620689655176,-42.038946162657496,12.82051282051282,27,0.8045189524754968,False,True,⚪ 기타,신호 없음,,False,False,False,False,,047050,포스코인터내셔널
130000,-10.369553226696082,-7.016665474572637,-17.773561037318153,-35.64356435643564,18.181818181818187,95,0.5300610918472862,False,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,047810,한국항공우주
43800,-5.196857210882877,-3.603851444291606,-7.301587301587298,-35.111111111111114,5.542168674698789,28,0.7424880997098745,False,False,🟣 상승준비,바닥,바닥,False,False,False,False,,051600,한전KPS
313000,19.433739077345756,5.966991112991948,-6.146926536731634,-6.146926536731634,49.04761904761905,92,0.5927074864774864,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,051900,LG생활건강
252500,-9.407290470723307,-3.3585302841833364,-9.982174688057043,-41.21071012805588,12.72321428571428,29,0.7869540540382398,False,False,⚪ 기타,신호 없음,,False,False,False,False,,051910,LG화학
91500,-11.46246589127784,-4.148334380892516,-10.73170731707317,-53.02874743326489,18.67704280155642,38,0.6408595408269183,False,True,⚪ 기타,신호 없음,,False,False,False,False,,052690,한전기술
104100,1.0130414531904997,0.038439361906594804,-5.36363636363636,-5.36363636363636,16.442953020134233,32,1.2214730668214118,True,True,🔵 주도주,규칙 유니버스,눌림,True,False,False,False,🆕신고가,055550,신한지주
65700,-13.219210651450307,-1.1732851985559511,-8.11188811188811,-48.26771653543307,21.666666666666657,24,0.5716252745403259,False,True,⚪ 기타,신호 없음,,False,False,False,False,,058470,리노공업
95500,9.782733647545694,-3.4378159757330606,-19.477234401349076,-39.595192915876034,56.55737704918033,88,0.4789217248434464,False,True,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,058610,에스피지
30950,8.08451196088702,2.952182952182958,-9.237536656891498,-38.22355289421158,37.86191536748329,62,0.5667110895454941,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,060370,이글벳
164800,-13.905693299480715,0.340964442279601,-12.850343733474357,-50.58470764617691,42.31433506044906,64,1.536281717982849,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,True,False,⚡,062040,산일전기
130100,-21.76412575469656,-6.210575640702154,-17.866161616161612,-51.63568773234201,15.030946065428829,74,0.9952062511834392,False,False,⚪ 기타,신호 없음,,False,False,False,False,,064350,현대로템
71600,-3.6442913279862155,2.483360767193865,-10.387984981226527,-50.17397355601949,24.09012131715771,60,0.5069475005682325,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,064400,LG씨엔에스
225500,-0.41424142590907875,15.658819305534188,-7.581967213114749,-35.29411764705882,62.9335260115607,88,0.6693784031824546,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,064760,티씨케이
194500,1.0295141233547023,7.233432572499732,-9.534883720930232,-50.445859872611464,37.068357998590564,63,0.694955012918485,True,True,🟢 추세위,MA50 신규회복,눌림,False,False,False,False,,066570,LG전자
67200,-2.2687609075043635,4.218362282878418,-10.160427807486627,-45.980707395498385,34.400000000000006,70,0.7185962368514678,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,066575,LG전자우
104500,3.907725962016495,17.779656241194708,-4.740200546946216,-50.93896713615024,65.87301587301589,62,0.8923249495244895,False,False,🟢 추세위,MA50 신규회복,,False,False,False,False,,066970,엘앤에프
35000,-11.448450347881089,6.221547799696503,-10.71428571428571,-38.38028169014085,42.27642276422765,79,0.7968703637337253,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,067310,하나마이크론
192300,6.408880133688943,0.2685298641708078,-8.64608076009501,-22.61569416498994,21.32492113564668,67,0.4616521130680651,False,True,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,068270,셀트리온
41550,0.1060087698164125,-1.3239921629163431,-9.869848156182215,-45.112285336856004,12.297297297297295,63,0.6181022976399111,False,False,🟢 추세위,MA50 신규회복,,False,False,False,False,,068760,셀트리온제약
119500,-2.547625260960329,-3.305417324108917,-8.14757878554958,-38.4020618556701,13.809523809523805,36,0.4731585368052259,False,False,⚪ 기타,신호 없음,,False,False,False,False,,069620,대웅제약
93400,-37.685143177390515,-14.437522902161959,-31.87454412837345,-54.8792270531401,2.300109529025196,78,0.5363461852961837,False,True,⚪ 기타,신호 없음,,False,False,False,False,,069960,현대백화점
184500,-14.338245535838645,-6.192800488102501,-13.38028169014085,-36.92307692307693,7.018561484918795,22,0.6880677342467564,False,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,071050,한국금융지주
49700,-16.547728990009237,-10.341406214765703,-26.479289940828398,-56.96969696969697,6.88172043010753,82,0.9842210154177944,False,False,⚪ 기타,신호 없음,,False,False,False,False,,071970,HD현대마린엔진
7250,17.830616457280325,1.6972927479309785,-10.933660933660938,-10.933660933660938,71.80094786729858,89,0.39128257989052573,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,073240,금호타이어
23450,-14.537701811290503,-7.677165354330706,-20.9106239460371,-64.73684210526316,24.5353159851301,56,0.9340394112800654,False,False,⚪ 기타,신호 없음,,False,False,False,False,,077970,STX엔진
82900,-7.283138728582294,0.07242877836792783,-15.83756345177665,-54.649890590809626,40.270727580372245,68,0.6869395705191335,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,078600,대주전자재료
116200,36.60302830809743,16.263945169843417,-2.92397660818714,-2.92397660818714,91.11842105263158,99,0.978760523324425,True,True,🟢 추세위,MA50 위 추세유지,,True,False,False,False,🆕신고가,078930,GS
695000,-9.143200773916904,-7.04828139628193,-16.965352449223413,-31.862745098039213,20.869565217391294,48,1.8379246631026582,True,True,⚪ 기타,신호 없음,,False,False,True,False,⚡,079550,LIG넥스원
73500,-14.904948248315463,-0.09514747859181716,-18.694690265486724,-45.149253731343286,48.63498483316482,69,0.42802809597714175,True,True,⚪ 기타,신호 없음,,False,False,False,False,,080220,제주반도체
41750,-4.667306023656204,-5.032698322433893,-10.407725321888417,-22.970479704797054,15.013774104683186,29,0.6476051388540264,False,True,⚪ 기타,신호 없음,,False,False,False,False,,081660,휠라홀딩스
8250,5.4313099041533475,0.7018614586512095,-0.9603841536614643,-9.340659340659341,inf,96,0.0,True,True,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,082640,동양생명
44100,-8.78252595871427,-0.3558718861209953,-10.09174311926605,-50.726256983240226,23.18435754189945,42,0.6767803976093936,False,False,⚪ 기타,신호 없음,,False,False,False,False,,082740,한화엔진
30500,-11.928618867488671,-1.7634270070053915,-12.732474964234619,-52.418096723868956,25.256673511293638,32,1.1554196690213803,False,True,⚪ 기타,신호 없음,,False,False,False,False,,082920,비츠로셀
56500,7.6231475484780375,12.203356171184598,-7.8303425774877695,-48.401826484018265,70.43740573152337,88,0.8924504369101959,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,083650,비에이치아이
128500,-11.253228724947162,8.192304453986686,-4.814814814814817,-37.772397094430985,49.245063879210214,51,0.5881467745615355,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,084370,유진테크
24450,21.151158987979013,34.81473312748125,-8.08270676691729,-29.23299565846599,89.38807126258715,56,1.9821734214229116,True,True,🟢 추세위,MA50 신규회복,,False,False,True,False,⚡,085620,미래에셋생명
196700,-0.8898249574234351,-2.3990870072195913,-6.777251184834121,-32.28915662650602,14.028985507246382,18,0.6371621170534567,False,True,⚪ 기타,신호 없음,,False,False,False,False,,086280,현대글로비스
81700,-10.369492715464279,-1.7733694018635449,-12.713675213675213,-55.837837837837846,28.86435331230284,64,0.724867106921273,False,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,086520,에코프로
128800,2.2189771753277743,0.31152647975076775,-4.380103934669632,-5.847953216374268,19.70260223048328,10,0.9591329246351955,True,True,🟢 추세위,MA50 신규회복,눌림+압축,True,False,False,False,🆕신고가,086790,하나금융지주
178600,5.244549204478499,7.684423140695196,-9.201830198271477,-53.73056994818653,82.24489795918369,74,0.48455756975247394,False,False,🟢 추세위,MA50 신규회복,,False,False,False,False,,087010,펩트론
5470,16.343372468946725,15.528802999102375,-2.841918294849022,-17.121212121212125,39.18575063613232,57,0.7327572355299298,True,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,088350,한화생명
9540,-6.218665827811964,-3.1963470319634757,-5.824284304047389,-19.357565511411668,2.3605150214592197,86,0.579303818026001,False,False,⚪ 기타,신호 없음,,False,False,False,False,,088980,맥쿼리인프라
48400,-1.8255578093306246,6.549257017061083,-5.283757338551864,-31.926863572433195,52.6813880126183,42,0.4992611080049748,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,089030,테크윙
45900,28.14428096820123,10.025768562353932,-2.027748132337248,-2.027748132337248,72.2326454033771,94,0.6165422591714952,True,True,🟢 추세위,MA50 위 추세유지,,True,False,False,False,🆕신고가,089860,롯데렘닉스
58100,-31.02138218428332,-10.824603814128386,-22.429906542056077,-51.461988304093566,16.666666666666675,70,0.666908763958422,True,True,⚪ 기타,신호 없음,,False,False,False,False,,089970,브이엠
138000,14.361481727024117,4.79553479895205,-2.6798307475317307,-16.414294367050275,46.808510638297875,22,0.5494174752259007,True,True,🟢 추세위,MA50 위 추세유지,압축,False,False,False,False,,090430,아모레퍼시픽
154300,-2.9742815820914315,8.965078916704927,-12.972363226170335,-43.06273062730628,49.66052376333656,87,0.9832594217505054,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,095340,ISC
132900,-16.163056231942573,-0.9502515371716092,-9.898305084745761,-38.89655172413793,35.75076608784473,45,0.5646865757034959,True,True,⚪ 기타,신호 없음,,False,False,False,False,,095610,테스
30500,6.561386346167275,4.955264969029605,-6.298003072196623,-6.298003072196623,24.744376278118608,89,0.6310048910552288,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,096530,씨젠
124800,12.83701922207554,4.662864810466294,-5.095057034220529,-16.688918558077436,42.30330672748004,26,0.5448843112839248,True,True,🟢 추세위,MA50 위 추세유지,눌림+압축,False,False,False,False,,096770,SK이노베이션
16940,-6.2160905286002155,2.4803387779794406,-5.4159687325516455,-49.20539730134933,31.21611154144075,38,0.6283561106999445,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,097230,HJ중공업
184000,-3.6195065737782195,-3.639696255564284,-10.46228710462287,-26.693227091633464,6.60486674391656,26,0.7020721680433408,False,False,⚪ 기타,신호 없음,,False,False,False,False,,097950,CJ제일제당
28300,-4.704178873286868,-2.0167921751925943,-13.719512195121952,-34.94252873563218,34.12322274881517,59,0.560361766290291,False,True,⚪ 기타,신호 없음,,False,False,False,False,,098460,고영
77800,11.079383209594518,3.5400585573595933,-10.161662817551964,-43.54136429608128,40.94202898550725,79,0.4967002615108865,False,False,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,103140,풍산
65600,-3.8235984048791916,6.097363739285133,-11.709286675639296,-54.47605829285218,45.777777777777786,57,0.6910708100843955,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,103590,일진전기
164300,-1.7826185722313204,-2.2140221402214055,-6.541524459613202,-11.761546723952742,13.310344827586217,20,1.120236767130229,True,True,🟣 상승준비,압축,압축,False,False,False,False,,105560,KB금융
254000,6.352688964443032,10.8710360330867,-9.285714285714286,-37.28395061728394,63.87096774193548,71,0.639225814341317,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,108490,로보티즈
74700,-9.860990443092966,-13.351119359703045,-21.368421052631582,-23.77551020408163,9.530791788856297,97,0.8251092079446589,False,True,⚪ 기타,신호 없음,,False,False,False,False,,111770,영원무역
46550,10.008271298593874,9.787735849056611,-3.8223140495867725,-39.466840052015606,34.92753623188405,31,0.8589668164444579,False,False,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,112610,씨에스윈드
49650,-13.752670800979727,-6.70362192887678,-15.273037542662117,-50.792864222001974,13.485714285714279,48,1.0909143542661948,False,True,⚪ 기타,신호 없음,,False,False,False,False,,120110,코오롱인더
34000,-4.408457040035985,-4.554705593374974,-18.26923076923077,-30.470347648261765,28.787878787878785,93,1.3097583995790472,True,True,⚪ 기타,신호 없음,,False,False,False,False,,127120,디엔에이링크
415500,5.320524194570475,9.012199921290831,0.0,-33.626198083067095,37.58278145695364,48,1.4764018181244656,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,128940,한미약품
222000,-5.977620979696252,3.0712445156347856,-17.472118959107807,-21.96836555360281,54.16666666666667,92,1.3380142812735714,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,131290,티에스이
76900,-20.88477366255144,7.028531663187199,-8.886255924170616,-59.54760652288269,51.97628458498025,34,0.701486487619189,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,131970,두산테스나
115400,0.7297231241925939,-4.168742733765152,-8.630245447347583,-21.067031463748286,17.75510204081632,14,0.6127696648507956,True,True,🟢 추세위,MA50 위 추세유지,눌림+압축,False,False,False,False,,138040,메리츠금융
14310,-14.351380792204838,-6.507252058016466,-21.02649006622517,-36.82119205298014,2.1413276231263323,84,1.0123290549447368,False,True,⚪ 기타,신호 없음,,False,False,False,False,,138930,BNK금융지주
17180,-1.073337018610654,-0.06108024781129595,-5.863013698630137,-20.64665127020785,14.077025232403727,76,0.8092292328943563,True,True,⚪ 기타,신호 없음,,False,False,False,False,,139130,DGB금융지주
71900,-11.638195895293102,-8.55325914149444,-13.059250302297464,-43.65203761755486,1.5536723163841915,43,0.9908176165304121,False,True,⚪ 기타,신호 없음,,False,False,False,False,,139480,이마트
62800,6.487604707159078,4.745225585856061,-8.588064046579335,-63.63636363636363,36.96837513631406,45,0.40668088285634174,False,False,🟢 추세위,MA50 신규회복,,False,False,False,False,,140410,메지온
259500,-0.1500634883989327,-0.3647533115761159,-10.824742268041232,-23.56406480117821,17.954545454545446,50,0.7533336146510253,True,True,⚪ 기타,신호 없음,,False,False,False,False,,140860,파크시스템스
100000,-15.608965703483657,-3.3349444175930443,-16.59716430358632,-53.16159250585479,30.039011703511044,66,0.7703177403623354,False,False,⚪ 기타,신호 없음,,False,False,False,False,,141080,리가켐바이오
245000,-1.641976795535749,-2.9895070283112224,-13.27433628318584,-26.865671641791046,13.163972286374136,98,0.5204445608707939,False,False,⚪ 기타,신호 없음,,False,False,False,False,,145020,휴젤
66000,-3.522876772401695,-3.4311215158387642,-7.8212290502793325,-13.95045632333768,13.597246127366613,4,0.5394180240128067,True,True,🔵 주도주,규칙 유니버스,압축,False,False,False,False,,161390,한국타이어
136700,30.9261564984197,21.462526100670853,-0.79825834542816,-0.79825834542816,79.63206307490145,95,0.8004957424363648,True,True,🟢 추세위,MA50 위 추세유지,,True,False,False,False,🆕신고가,161890,한국콜마
26600,-0.2175707104809077,-3.692976104272272,-9.369676320272568,-29.066666666666663,19.819819819819816,21,0.5543852591981232,False,True,⚪ 기타,신호 없음,,False,False,False,False,,175330,JB금융지주
36250,-21.334172435494025,1.200446677833611,-8.919597989949747,-55.136138613861384,32.78388278388278,57,0.8667061811766948,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,178320,서진시스템
117900,-0.5650670490005893,1.484828921885084,-7.311320754716977,-31.849710982658962,16.84836471754212,37,0.5153540817686008,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,180640,한진칼
75200,76.52582159624413,47.86413016762523,0.0,0.0,138.73015873015873,82,1.2859553736906435,True,True,🟢 추세위,MA50 위 추세유지,,True,False,False,False,🆕신고가,181710,NHN
27700,-62.984739556885906,-48.579914609244476,-56.37795275590551,-85.18716577540107,inf,100,14.292411748770293,False,False,⚪ 기타,신호 없음,,False,False,True,True,⚡⚡,183300,코미코
59400,-5.029897995075627,-1.7125837676842837,-4.65489566613162,-20.375335120643435,7.608695652173902,27,1.5187145366685937,True,True,🟣 상승준비,압축,압축,False,False,True,False,⚡,192080,더블유게임즈
271000,45.68012729540274,26.92019482952417,0.0,0.0,92.19858156028369,95,1.3283925769314187,True,True,🟢 추세위,MA50 위 추세유지,,True,True,False,False,🆕신고가 🚀돌파,192820,코스맥스
41000,2.5384519194697974,2.963335007533896,-3.529411764705881,-28.819444444444443,17.478510028653304,63,1.1049248096248414,False,False,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,195940,HK이노엔
320000,-0.8090263785995422,3.1176991863369086,-8.045977011494255,-42.75491949910555,26.48221343873518,57,0.9360837453786849,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,196170,알테오젠
51500,0.5152627059099135,4.282676926192153,-9.807355516637472,-33.029908972691814,36.968085106382986,79,0.7094647997678242,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,204320,HL만도
1551000,8.140896921017404,1.3725490196078383,-3.6047234307022946,-21.068702290076335,26.302931596091206,62,0.6419308471149442,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,207940,삼성바이오로직스
32150,-27.092545978184457,-21.956548124772425,-30.636461704422867,-57.473544973544975,2.063492063492056,98,0.7984500358113691,False,False,⚪ 기타,신호 없음,,False,False,False,False,,214150,클래시스
51900,-19.30970149253731,-12.604192978024752,-25.857142857142858,-65.4230512991339,8.125000000000004,72,0.9499173611545478,False,False,⚪ 기타,신호 없음,,False,False,False,False,,214370,케어젠
400500,15.096128976635924,3.35483870967741,-5.875440658049358,-43.67088607594937,57.05882352941176,70,0.3504715975517143,True,False,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,214450,파마리서치
47150,-14.711574986885656,-1.1582202190660862,-13.327205882352944,-58.08888888888889,35.87896253602305,53,0.5834729830387941,False,True,⚪ 기타,신호 없음,,False,False,False,False,,218410,RFHIC
99700,-10.751051830632885,1.7918219408851854,-13.977566867989644,-36.61792752701844,62.11382113821138,88,0.9882203164830858,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,222800,심텍
98100,-20.678558144800043,-11.907327586206895,-28.809869375907116,-52.60869565217392,13.279445727482674,82,1.3397323717683642,False,True,⚪ 기타,신호 없음,,False,False,False,False,,226950,올릭스
42650,-13.466025523971837,-3.778905809362665,-11.78903826266805,-54.33618843683084,33.28124999999999,38,0.5233592850471553,False,True,⚪ 기타,신호 없음,,False,False,False,False,,229640,LS에코에너지
99700,-12.997190079759847,-1.4919474360241103,-14.567266495287058,-40.901007705986956,18.54934601664684,90,1.9171484634180758,False,True,⚪ 기타,신호 없음,,False,False,True,False,⚡,237690,에스티팜
107900,-13.844040946038739,7.059582279108989,-10.083333333333332,-41.13475177304965,45.61403508771931,58,0.4885214749167038,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,240810,원익IPS
57900,-8.171033432722197,-6.883242200064332,-12.405446293494704,-24.51108213820078,3.0249110320284656,25,0.6730272426278013,False,True,⚪ 기타,신호 없음,,False,False,False,False,,241560,두산밥캣
105600,-15.801559584748603,-0.9613130128956593,-9.511568123393321,-57.07317073170732,19.592298980747458,38,0.7656223490229233,False,False,⚪ 기타,신호 없음,,False,False,False,False,,247540,에코프로비엠
37050,-3.1347224764046167,-3.396128022945044,-9.413202933985332,-45.51470588235295,8.333333333333325,37,0.8495061390117561,False,False,🟣 상승준비,바닥,바닥,False,False,False,False,,251270,넷마블
47650,29.286954634252215,20.594748497310977,0.0,-12.084870848708483,59.63149078726968,82,1.0734342680045472,True,False,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,257720,실리콘투
222000,-5.427281247337479,-6.3093479637054255,-13.953488372093027,-34.51327433628318,11.389864525840432,46,0.764331815304255,False,False,⚪ 기타,신호 없음,,False,False,False,False,,259960,크래프톤
32200,-8.949526367877848,-3.49168290124382,-12.737127371273715,-55.27777777777778,9.33786078098473,38,0.8461123604138014,False,False,⚪ 기타,신호 없음,,False,False,False,False,,263750,펄어비스
213000,-1.247160276322501,-1.4801110083256241,-9.554140127388532,-31.400966183574873,19.662921348314597,61,0.9018212164684888,False,True,⚪ 기타,신호 없음,,False,False,False,False,,267250,HD현대
718000,-16.050883921055092,-2.405871958678807,-11.358024691358025,-49.436619718309856,33.45724907063197,83,0.8612570402354708,False,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,267260,HD현대일렉트릭
115500,-11.342073751113023,-12.0268108766852,-19.680111265646726,-41.696113074204945,10.209923664122144,67,0.9238717520133718,False,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,267270,HD현대건설기계
125400,-5.166676749954624,-4.758288079595941,-8.866279069767447,-14.109589041095894,4.239401496259343,78,1.2022295442851598,True,True,⚪ 기타,신호 없음,,False,False,False,False,,271560,오리온
70300,-5.756495160468667,0.6658552301854304,-12.453300124533007,-56.79164105716041,38.65877712031558,64,0.5259594061883556,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,272210,한화시스템
454000,-6.518001461943146,-0.8868877063719416,-9.381237524950103,-48.409090909090914,24.89683631361761,22,0.6207830318549279,False,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,277810,레인보우로보틱스
385000,2.1979188787428328,5.076419213973793,-3.629536921151444,-16.12200435729847,25.611745513866225,79,0.6762101260972854,True,True,🔵 주도주,규칙 유니버스,눌림,False,False,False,False,,278470,에이피알
5620,-4.470508244093152,-0.6277075413314459,-9.646302250803862,-32.53301320528211,7.662835249042144,22,0.6230823176979942,False,False,🟣 상승준비,바닥,바닥,False,False,False,False,,279570,케이뱅크
128300,20.85531273549359,12.71688996266198,-1.9862490450725745,-5.3834808259586975,42.55555555555554,82,0.8278145223264124,True,True,🟢 추세위,MA50 위 추세유지,,True,False,False,False,🆕신고가,280360,롯데웰푸드
63800,-22.801413290741014,-5.58638549759527,-16.60130718954248,-45.702127659574465,19.25233644859814,67,0.6421656343197981,True,True,⚪ 기타,신호 없음,,False,False,False,False,,281820,케이씨텍
141400,11.3999842432837,4.338842975206614,-7.642064010450689,-7.642064010450689,31.902985074626855,88,0.6580638692792983,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,282330,BGF리테일
51000,-27.089736808246013,-8.638989654709118,-21.052631578947366,-56.88926458157228,20.9964412811388,68,0.5245234413529222,False,True,⚪ 기타,신호 없음,,False,False,False,False,,290650,엘앤씨바이오
21600,8.492556205171464,1.2183692596063667,-5.054945054945059,-11.475409836065575,27.810650887573974,28,0.5625686275791628,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,294870,HDC현대산업
312000,2.060843964671255,-2.909600124474876,-10.729613733905573,-41.6822429906542,22.352941176470598,15,0.7422777113592443,False,True,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,298020,효성티앤씨
2721000,-9.17587369404853,1.3577694585684696,-9.811070599933714,-40.86068246033471,48.36423118865867,78,0.624531850165738,False,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,298040,효성중공업
75200,-11.400160233752764,-3.8240184166773217,-19.658119658119656,-69.36863543788188,25.75250836120402,76,0.8285763223236858,False,False,⚪ 기타,신호 없음,,False,False,False,False,,298380,에이비엘바이오
15520,8.910752129794663,7.0972639133285,0.0,-26.095238095238095,22.10857592446893,22,1.1247674064106474,False,False,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,300720,한일시멘트
36500,0.42508701214731826,2.65424503427667,-3.31125827814569,-39.267886855241265,14.779874213836486,68,0.8168080979881817,False,False,🟢 추세위,MA50 신규회복,,False,False,False,False,,302440,SK바이오사이언스
448000,-6.5557015622718655,9.562240156517475,-8.478038815117461,-52.23880597014925,46.88524590163934,42,0.7174662308223799,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,307950,현대오토에버
152100,-7.19498206135748,2.8467103928595527,-15.827338129496404,-58.15680880330123,56.00000000000001,77,1.368004361777984,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,310210,보로노이
31750,0.5924658619269385,-3.780589438593829,-8.764367816091955,-22.181372549019606,15.454545454545453,38,0.8295717994507988,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,316140,우리금융지주
22850,-9.067031725060094,-2.490024964260562,-18.392857142857146,-50.701186623516726,28.011204481792706,67,0.3036455761103907,False,True,⚪ 기타,신호 없음,,False,False,False,False,,319400,현대무벡스
122200,-21.558054742463927,-4.348166412273491,-16.301369863013704,-42.22222222222223,43.59576968272621,66,0.6609592573491491,True,True,⚪ 기타,신호 없음,,False,False,False,False,,319660,피에스케이
125400,-2.867500116187205,0.4485741749439276,-23.536585365853657,-48.60655737704918,32.00000000000001,90,0.6773247805591349,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,322000,현대에너지솔루션
48450,16.281860509768165,16.389406041679177,-10.277777777777775,-45.9866220735786,103.57142857142856,98,0.6476722412681137,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,323280,태성
21300,-3.217011995637953,-2.2263025017213667,-4.054054054054057,-25.78397212543554,11.459968602825743,1,0.7331377610636309,False,False,⚪ 기타,신호 없음,,False,False,False,False,,323410,카카오뱅크
83700,-0.04776689754000252,0.44401776071043564,-7.513812154696131,-40.511727078891255,14.657534246575343,77,0.9118207854934016,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,326030,SK바이오팜
453000,-15.526050796255554,-6.501547987616096,-14.84962406015038,-39.194630872483216,10.085054678007289,47,1.021067374889744,False,False,⚪ 기타,신호 없음,,False,False,False,False,,329180,HD현대중공업
3920,6.93436630476294,4.512430847163906,-1.1349306431273631,-19.175257731958762,20.24539877300613,49,0.7301960325387343,False,False,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,330590,롯데리츠
37000,-19.392788050961187,14.45717909455091,-13.551401869158875,-63.54679802955665,102.9621503017005,79,1.0867796865515449,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,336260,두산퓨얼셀
23450,4.709937843823675,12.176804037408218,-11.842105263157897,-55.838041431261765,95.41666666666666,65,0.5047052029804487,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,347700,스피어
53300,-27.62478952799956,-6.785589366911504,-18.87366818873668,-83.34375,18.444444444444443,47,1.6727154553952406,False,False,⚪ 기타,신호 없음,,False,False,True,False,⚡,347850,디앤디파마텍
167900,-15.411355735805332,-7.098987439827365,-25.377777777777776,-58.4919653893696,6.333122229259014,88,0.577596117127097,False,False,⚪ 기타,신호 없음,,False,False,False,False,,352820,하이브
104300,-15.89523594490856,0.9387399593535184,-12.426532325776662,-45.36406495547407,45.26462395543176,71,0.7237616783553515,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,353200,대덕전자
326000,2.664231277949236,11.806567778444643,-1.9548872180451093,-34.930139720558884,51.276102088167065,56,0.6403373049687265,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,357780,솔브레인
13950,-9.656110355546922,-2.525940677077876,-12.153652392947102,-59.329446064139944,17.820945945945944,40,0.679331739818973,False,False,⚪ 기타,신호 없음,,False,False,False,False,,361610,SK아이이테크놀로지
343500,-2.1646254628311046,0.5709266578831862,-7.036535859269277,-33.17120622568094,18.244406196213415,42,0.8457433681182885,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,373220,LG에너지솔루션
68200,2.264207527365425,1.7758543500969948,-7.5880758807588045,-33.46341463414634,38.33671399594321,52,0.7109588680874819,True,True,🟢 추세위,MA50 위 추세유지,눌림,False,False,False,False,,375500,DL이앤씨
