ym,code,pbr,div,ep,bp,roe,g1,fwd_ret
2006-01,044490,4.14,0.0,0.06218905472636817,0.24154589371980678,0.2575511529717441,,
2006-01,045970,2.18,0.0,,0.4587155963302752,0.0,,
2006-01,046890,7.02,0.0,0.0425531914893617,0.14245014245014245,0.29858481164042255,,
2006-01,047040,2.13,1.15,0.05271481286241434,0.4694835680751174,0.11223491027732463,,
2006-01,047050,5.92,0.64,0.030220610456331214,0.16891891891891891,0.17892342683851403,,
2006-01,047080,3.2,0.0,,0.3125,0.0,,
2006-01,048870,3.21,0.0,0.1718213058419244,0.3115264797507788,0.5514152065329422,,
2006-01,049000,4.16,0.0,0.0073594347954077126,0.24038461538461536,0.030597552195824333,,-0.03895968247336534
2006-01,049070,2.99,0.0,0.09442870632672333,0.33444816053511706,0.282622844126261,,
2006-01,049690,15.6,0.0,,0.06410256410256411,0.0,,-0.10542952770546676
2006-01,051820,6.94,0.0,0.05931198102016608,0.1440922190201729,0.4115755627009646,,-0.07722007722007718
2006-01,051900,3.74,1.21,0.03616636528028933,0.267379679144385,0.13521500512634943,,
2006-01,051910,1.79,2.78,0.1362397820163488,0.5586592178770949,0.2442115768463074,,
2006-01,051915,,4.07,,,,,
2006-01,053000,2.03,0.79,0.08710801393728222,0.4926108374384237,0.17725179393809576,,0.01839456338459966
2006-01,053800,3.74,0.0,0.03676470588235294,0.267379679144385,0.13747954173486088,,
2006-01,054340,2.52,0.0,0.12106537530266344,0.3968253968253968,0.3053097345132743,,
2006-01,054450,8.63,0.0,0.03646973012399708,0.11587485515643105,0.3149136577708006,,
2006-01,055550,2.21,1.83,0.0778816199376947,0.45248868778280543,0.17191869219186923,,
2006-01,056190,2.5,0.0,0.11820330969267138,0.4,0.2959173635022135,,
2006-01,057030,6.68,0.0,0.036390101892285295,0.14970059880239522,0.243006993006993,,
2006-01,057330,44.19,0.0,,0.022629554197782304,0.0,,0.018421052631578894
2006-01,058650,0.48,2.26,0.2958579881656805,2.0833333333333335,0.14086189706741845,,
2006-01,060000,2.58,0.72,0.02365744026496333,0.38759689922480617,0.06099983167816866,,-0.026109660574412552
2006-01,060260,10.08,0.0,0.007032348804500704,0.0992063492063492,0.07085427135678392,,
2006-01,060570,1.13,0.0,0.22883295194508008,0.8849557522123894,0.25783227848101264,,
2006-01,060720,2.89,0.0,0.058997050147492625,0.3460207612456747,0.17052132701421802,,
2006-01,064260,4.82,0.0,0.027886224205242612,0.20746887966804978,0.1344229486324216,,
2006-01,064420,0.97,0.0,0.14204545454545456,1.0309278350515465,0.13749319789588246,,-0.016853932584269704
2006-01,064960,3.15,0.55,0.08123476848090982,0.31746031746031744,0.2557951793334102,,
2006-01,065410,12.28,0.0,0.01485222040695084,0.08143322475570033,0.1824385805277525,,0.1999906851101485
2006-01,066570,2.6,1.8,0.11848341232227488,0.3846153846153846,0.3073815073815074,,
2006-01,066575,,2.9,,,,,
2006-01,067250,1.16,4.46,0.05595970900951315,0.8620689655172414,0.06464479746922495,,0.038691014283131375
2006-01,068790,2.41,0.0,0.19083969465648853,0.41493775933609955,0.4599395313681028,,
2006-01,068870,3.47,0.0,0.012805736970162632,0.2881844380403458,0.04437748253663882,,-0.022727272727272707
2006-01,069080,1.61,0.0,0.061690314620604564,0.6211180124223602,0.09921894068830851,,
2006-01,069620,2.45,1.63,0.06329113924050632,0.4081632653061224,0.15485889715432755,,
2006-01,069960,2.96,0.55,0.03094059405940594,0.33783783783783783,0.09174486604107167,,
2006-01,071050,2.02,1.26,0.03853564547206166,0.49504950495049505,0.07792075163398693,,
2006-01,071660,4.38,0.0,0.030998140111593308,0.22831050228310504,0.13571756075194866,,0.10992612342387376
2006-01,072710,1.12,2.39,0.15625,0.8928571428571428,0.17578518727573278,,
2006-01,072870,5.58,0.0,0.05192107995846313,0.17921146953405018,0.2899022801302932,,
2006-01,073240,1.17,5.56,0.1394700139470014,0.8547008547008548,0.16256476683937823,,
2006-01,073640,7.88,0.0,0.031036623215394167,0.12690355329949238,0.24440298507462688,,
2006-01,073710,16.52,0.0,0.025886616619207867,0.06053268765133172,0.42774899251583187,,-0.10104529616724733
2006-01,074000,2.71,0.0,0.14245014245014245,0.36900369003690037,0.3860713419073041,,-0.10746129404205507
2006-01,075130,7.12,0.0,0.07639419404125286,0.1404494382022472,0.5436372501218918,,
2006-01,077970,3.7,1.56,0.026001040041601663,0.27027027027027023,0.0962517353077279,,
2006-01,078930,1.32,1.86,0.09606147934678194,0.7575757575757576,0.12654577447578083,,
2006-01,079160,9.46,3.31,0.07352941176470588,0.10570824524312895,0.695852534562212,,
2006-01,082850,10.78,0.0,0.05243838489774515,0.0927643784786642,0.5652477320307048,,
2006-01,084870,3.75,0.0,0.19646365422396858,0.26666666666666666,0.7364591754244139,,
2006-01,086280,13.6,0.24,0.03656307129798903,0.07352941176470588,0.4974293059125964,,
2006-01,086790,,0.0,,,,,
2006-02,000050,0.69,0.0,,1.4492753623188408,0.0,,
2006-02,000060,1.56,2.08,0.056657223796034,0.641025641025641,0.08859934853420195,,
2006-02,000070,0.67,2.13,0.11273957158962797,1.4925373134328357,0.07585630117835031,,
2006-02,000100,2.67,0.58,0.040749796251018745,0.37453183520599254,0.10870434140942073,,
2006-02,000120,1.15,0.0,0.047687172150691466,0.8695652173913044,0.054739974493410795,,
2006-02,000140,2.89,0.78,0.042716787697565144,0.3460207612456747,0.12354871794871795,,
2006-02,000150,1.11,0.0,,0.9009009009009008,0.0,,
2006-02,000210,1.32,3.76,0.19120458891013384,0.7575757575757576,0.25144817842365524,,
2006-02,000240,1.52,2.02,0.09157509157509157,0.6578947368421053,0.13924981613140475,,
2006-02,000270,1.86,1.66,0.09345794392523366,0.5376344086021505,0.17353044702569517,,
2006-02,000360,0.5,3.49,0.16611295681063123,2.0,0.08267021615208774,,0.1569811320754717
2006-02,000640,2.31,0.87,0.04608294930875576,0.4329004329004329,0.1062145005011694,,
2006-02,000660,3.31,0.0,0.11148272017837234,0.3021148036253776,0.3694438907713773,,
2006-02,000670,0.54,0.57,0.16181229773462785,1.8518518518518516,0.08739394757344686,,
2006-02,000700,0.96,4.36,0.4385964912280702,1.0416666666666667,0.4184527029838945,,
2006-02,000720,5.57,0.0,0.06609385327164573,0.17953321364452424,0.36816037735849055,,
2006-02,000810,2.18,1.2,0.049091801669121256,0.4587155963302752,0.10698968963887479,,
2006-02,000815,,2.08,,,,,
