date,src,n_SpS,wt_SpS_%,n_SpSA,wt_SpSA_%,semi%_SpS,semi%_SpSA,peak_TRIM,WATCH,semi_gap_SMA%,timing_score,signal
2026-08-24,v37_2_scores_latest.csv,10,10.0,12,8.3,40.0,33.0,1,1,53.6,4,RED 보류
