as_of,ret_month,partial,port_net,n_hold,turnover,b1_top300_ew,n_b1,b2_mcap30_ew,n_b2,b3_kospi_cw,excess_b1,excess_b2,n10_net,n10_n_hold,n10_turnover,n10_excess_b1,spec,computed
2026-06,2026-07,Y,0.039685,30,1.0,-0.034715,300,-0.110823,30,-0.209055,0.0744,0.150508,,0,,,v1.1,2026-07-27
