ym,spec,n_universe,n_eligible,defense_cash,n_pick,cap,본선_배당0.5,관찰_v1등가중,관찰_배당단독,본선_평균PBR,본선_평균ROE,본선_평균DIV,본선_v1중복,비고
2026-08,forward_동결사양서_v2.md (2026-08-22 동결),287,281,0.0,30,0.06,000670;023590;071320;002380;007700;016380;003540;015760;000370;058650;017800;139480;023530;012630;017940;284740;006120;383800;000210;005880;003300;002350;009970;003240;071050;025540;005440;006040;004490;004020,023590;007700;071320;003540;016380;002380;017800;000670;015760;003300;006120;058650;139480;023530;284740;009970;000210;000370;017940;383800;214320;012630;025540;071050;002350;005440;004490;024110;138930;036530,017800;023590;007700;003300;006120;009970;214320;071320;003540;001800;139480;031210;018670;300720;036530;284740;064960;004990;035250;058650;023530;001120;069260;025540;002790;000210;030000;029780;016380;005850,0.297,0.0979,0.0593,26,v2 첫 기록
