date_asof,defense_cash,n,holdings,weights,div_only_top30,n10_holdings,n10_weights,spec_sha,defense_on,port_nav,b1_nav,b2_nav,notes
2026-06,0.0,30,071320;017800;002380;015760;023590;001450;007700;006040;012630;005880;005830;002960;000370;004490;278470;036530;192400;002350;003240;024110;139480;009970;003090;006120;093050;000240;100840;294870;214320;139130,3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33;3.33,017800;071320;002960;300720;031210;030000;035250;069260;064960;214320;192400;036530;029780;005830;030610;001120;024110;005180;003570;004490;023590;000270;003470;005850;000080;026960;081660;032640;316140;000240,,,,0,,,,v1.3 이전 기록 — 컬럼 소급 추가(spec_sha는 당시 미기록이라 빈칸)
